H,K,L,Distance,2theta/TOF,Mult
0,0,1,6.3267,13.997978537651022,6
-1,1,0,4.4737,19.845784934461037,24
0,2,0,3.1633,28.21093016312871,6
2,0,1,2.8294,31.622319940577054,24
1,-2,-1,2.5828,34.73293473591604,48
-2,-2,1,2.1089,42.88354658542417,24
3,1,0,2.0007,45.327853192510084,24
2,-2,2,1.8263,49.93716426989637,24
-2,3,0,1.7547,52.12429063918361,24
-2,1,-3,1.6909,54.24865954033382,48
0,-1,4,1.5344,60.32105416579458,24
-4,1,-1,1.4912,62.259734309462196,48
4,2,0,1.4147,66.04048774622238,24
2,-1,-4,1.3806,67.88973392194774,48
-3,-2,3,1.3488,69.71814893243227,48
0,-5,0,1.2653,75.07469433709296,6
3,1,-4,1.2407,76.83087470121683,48
2,4,-3,1.1748,82.02350538697382,48
2,-1,5,1.1551,83.73425657386014,48
2,2,-5,1.1013,88.85546501857162,24
